,count,count_no_rt
2017-03-22,193.0,46.0
2017-03-23,1215.0,48.0
2017-03-24,780.0,53.0
2017-03-25,193.0,33.0
2017-03-26,112.0,29.0
2017-03-27,68.0,36.0
2017-03-28,83.0,28.0
2017-03-29,91.0,35.0
2017-03-30,88.0,26.0
2017-03-31,74.0,4.0
2017-04-01,20.0,7.0
2017-04-02,25.0,9.0
2017-04-03,18.0,7.0
2017-04-04,51.0,14.0
2017-04-05,61.0,25.0
2017-04-06,27.0,12.0
2017-04-07,21.0,10.0
2017-04-08,18.0,4.0
2017-04-09,16.0,7.0
2017-04-10,51.0,10.0
2017-04-11,47.0,17.0
2017-04-12,52.0,26.0
2017-04-13,63.0,35.0
2017-04-14,23.0,7.0
2017-04-15,15.0,7.0
2017-04-16,315.0,12.0
2017-04-17,143.0,16.0
2017-04-18,47.0,22.0
2017-04-19,32.0,21.0
2017-04-20,43.0,30.0
2017-04-21,22.0,12.0
2017-04-22,28.0,12.0
2017-04-23,36.0,14.0
2017-04-24,31.0,8.0
2017-04-25,21.0,9.0
2017-04-26,39.0,18.0
2017-04-27,58.0,20.0
2017-04-28,31.0,7.0
2017-04-29,17.0,5.0
2017-04-30,18.0,8.0
2017-05-01,25.0,13.0
2017-05-02,31.0,20.0
2017-05-03,39.0,14.0
2017-05-04,30.0,12.0
2017-05-05,33.0,17.0
2017-05-06,28.0,5.0
2017-05-07,32.0,10.0
2017-05-08,27.0,10.0
2017-05-09,33.0,18.0
2017-05-10,40.0,14.0
2017-05-11,72.0,28.0
2017-05-12,51.0,23.0
2017-05-13,30.0,18.0
2017-05-14,28.0,12.0
2017-05-15,48.0,18.0
2017-05-16,31.0,9.0
2017-05-17,30.0,19.0
2017-05-18,30.0,12.0
2017-05-19,37.0,12.0
2017-05-20,45.0,9.0
2017-05-21,29.0,12.0
2017-05-22,38.0,16.0
2017-05-23,30.0,15.0
2017-05-24,43.0,15.0
2017-05-25,39.0,21.0
2017-05-26,36.0,19.0
2017-05-27,24.0,8.0
2017-05-28,34.0,10.0
2017-05-29,44.0,8.0
2017-05-30,39.0,13.0
2017-05-31,31.0,20.0
2017-06-01,53.0,29.0
2017-06-02,26.0,8.0
2017-06-03,30.0,10.0
2017-06-04,46.0,10.0
2017-06-05,39.0,16.0
2017-06-06,27.0,10.0
2017-06-07,35.0,28.0
2017-06-08,31.0,18.0
2017-06-09,33.0,20.0
2017-06-10,28.0,15.0
2017-06-11,26.0,14.0
2017-06-12,31.0,14.0
2017-06-13,21.0,10.0
2017-06-14,31.0,19.0
2017-06-15,24.0,10.0
2017-06-16,66.0,18.0
2017-06-17,740.0,80.0
2017-06-18,567.0,44.0
2017-06-19,128.0,14.0
2017-06-20,98.0,21.0
2017-06-21,1048.0,36.0
2017-06-22,857.0,30.0
2017-06-23,323.0,13.0
2017-06-24,113.0,10.0
2017-06-25,103.0,17.0
2017-06-26,72.0,27.0
2017-06-27,37.0,13.0
2017-06-28,38.0,11.0
2017-06-29,207.0,46.0
2017-06-30,74.0,23.0
2017-07-01,34.0,7.0
2017-07-02,35.0,14.0
2017-07-03,14.0,8.0
2017-07-04,45.0,20.0
2017-07-05,27.0,16.0
2017-07-06,26.0,11.0
2017-07-07,73.0,19.0
2017-07-08,120.0,8.0
2017-07-09,45.0,11.0
2017-07-10,23.0,6.0
2017-07-11,33.0,10.0
2017-07-12,25.0,17.0
2017-07-13,241.0,10.0
2017-07-14,180.0,7.0
2017-07-15,108.0,8.0
2017-07-16,35.0,9.0
2017-07-17,94.0,38.0
2017-07-18,101.0,30.0
2017-07-19,59.0,25.0
2017-07-20,26.0,14.0
2017-07-21,33.0,13.0
2017-07-22,55.0,13.0
2017-07-23,36.0,13.0
2017-07-24,32.0,11.0
2017-07-25,20.0,13.0
2017-07-26,45.0,18.0
2017-07-27,30.0,12.0
2017-07-28,31.0,13.0
2017-07-29,33.0,14.0
2017-07-30,21.0,8.0
2017-07-31,173.0,15.0
2017-08-01,82.0,18.0
2017-08-02,22.0,9.0
2017-08-03,27.0,14.0
2017-08-04,19.0,8.0
2017-08-05,12.0,7.0
2017-08-06,26.0,8.0
2017-08-07,23.0,12.0
2017-08-08,10.0,7.0
2017-08-09,43.0,22.0
2017-08-10,21.0,6.0
2017-08-11,34.0,15.0
2017-08-12,373.0,109.0
2017-08-13,413.0,128.0
2017-08-14,207.0,49.0
2017-08-15,355.0,61.0
2017-08-16,310.0,39.0
2017-08-17,115.0,52.0
2017-08-18,70.0,27.0
2017-08-19,115.0,59.0
2017-08-20,92.0,36.0
2017-08-21,55.0,12.0
2017-08-22,164.0,16.0
2017-08-23,105.0,20.0
2017-08-24,38.0,17.0
2017-08-25,99.0,19.0
2017-08-26,201.0,21.0
2017-08-27,116.0,23.0
2017-08-28,440.0,21.0
2017-08-29,1096.0,29.0
2017-08-30,343.0,30.0
2017-08-31,93.0,23.0
2017-09-01,46.0,16.0
2017-09-02,24.0,9.0
2017-09-03,33.0,9.0
2017-09-04,28.0,14.0
2017-09-05,48.0,12.0
2017-09-06,30.0,12.0
2017-09-07,49.0,17.0
2017-09-08,34.0,12.0
2017-09-09,28.0,19.0
2017-09-10,22.0,12.0
2017-09-11,35.0,14.0
2017-09-12,42.0,17.0
2017-09-13,342.0,22.0
2017-09-14,467.0,21.0
2017-09-15,146.0,22.0
2017-09-16,168.0,25.0
2017-09-17,69.0,13.0
2017-09-18,131.0,15.0
2017-09-19,70.0,12.0
2017-09-20,34.0,21.0
2017-09-21,68.0,12.0
2017-09-22,26.0,15.0
2017-09-23,36.0,18.0
2017-09-24,92.0,34.0
2017-09-25,122.0,52.0
2017-09-26,76.0,30.0
2017-09-27,45.0,22.0
2017-09-28,46.0,23.0
2017-09-29,75.0,12.0
2017-09-30,62.0,13.0
2017-10-01,31.0,19.0
2017-10-02,44.0,29.0
2017-10-03,105.0,17.0
2017-10-04,76.0,19.0
2017-10-05,28.0,16.0
2017-10-06,26.0,12.0
2017-10-07,27.0,10.0
2017-10-08,34.0,16.0
2017-10-09,79.0,13.0
2017-10-10,105.0,23.0
2017-10-11,40.0,14.0
2017-10-12,15.0,11.0
2017-10-13,19.0,10.0
2017-10-14,38.0,16.0
2017-10-15,38.0,11.0
2017-10-16,118.0,18.0
2017-10-17,41.0,17.0
2017-10-18,27.0,11.0
2017-10-19,30.0,15.0
2017-10-20,14.0,2.0
2017-10-21,30.0,8.0
2017-10-22,57.0,9.0
2017-10-23,18.0,6.0
2017-10-24,22.0,10.0
2017-10-25,20.0,14.0
2017-10-26,21.0,7.0
2017-10-27,32.0,15.0
2017-10-28,611.0,132.0
2017-10-29,215.0,33.0
2017-10-30,113.0,24.0
2017-10-31,46.0,16.0
2017-11-01,28.0,17.0
2017-11-02,25.0,7.0
2017-11-03,19.0,11.0
2017-11-04,115.0,20.0
2017-11-05,90.0,11.0
2017-11-06,41.0,7.0
2017-11-07,24.0,6.0
2017-11-08,19.0,11.0
2017-11-09,25.0,7.0
2017-11-10,26.0,7.0
2017-11-11,31.0,7.0
2017-11-12,22.0,6.0
2017-11-13,17.0,10.0
2017-11-14,22.0,13.0
2017-11-15,28.0,15.0
2017-11-16,30.0,11.0
2017-11-17,29.0,11.0
2017-11-18,37.0,6.0
2017-11-19,34.0,14.0
2017-11-20,30.0,16.0
2017-11-21,23.0,6.0
2017-11-22,41.0,9.0
2017-11-23,43.0,9.0
2017-11-24,42.0,19.0
2017-11-25,28.0,9.0
2017-11-26,76.0,6.0
2017-11-27,133.0,17.0
2017-11-28,33.0,10.0
2017-11-29,42.0,12.0
2017-11-30,86.0,12.0
2017-12-01,156.0,6.0
2017-12-02,159.0,2.0
2017-12-03,78.0,47.0
2017-12-04,30.0,10.0
2017-12-05,32.0,9.0
2017-12-06,43.0,5.0
2017-12-07,77.0,16.0
2017-12-08,124.0,14.0
2017-12-09,203.0,18.0
2017-12-10,55.0,23.0
2017-12-11,37.0,9.0
2017-12-12,27.0,5.0
2017-12-13,37.0,10.0
2017-12-14,25.0,10.0
2017-12-15,22.0,4.0
2017-12-16,30.0,5.0
2017-12-17,17.0,6.0
2017-12-18,27.0,7.0
2017-12-19,73.0,12.0
2017-12-20,20.0,5.0
2017-12-21,15.0,10.0
2017-12-22,8.0,2.0
2017-12-23,14.0,6.0
2017-12-24,14.0,5.0
2017-12-25,6.0,5.0
2017-12-26,15.0,7.0
2017-12-27,14.0,4.0
2017-12-28,15.0,9.0
2017-12-29,29.0,11.0
2017-12-30,41.0,10.0
2017-12-31,22.0,9.0
2018-01-01,31.0,14.0
2018-01-02,26.0,12.0
2018-01-03,23.0,9.0
2018-01-04,20.0,10.0
2018-01-05,17.0,9.0
2018-01-06,55.0,5.0
2018-01-07,29.0,3.0
2018-01-08,52.0,9.0
2018-01-09,49.0,9.0
2018-01-10,24.0,10.0
2018-01-11,27.0,7.0
2018-01-12,15.0,7.0
2018-01-13,16.0,6.0
2018-01-14,58.0,11.0
2018-01-15,119.0,24.0
2018-01-16,109.0,8.0
2018-01-17,143.0,11.0
2018-01-18,49.0,15.0
2018-01-19,84.0,22.0
2018-01-20,81.0,17.0
2018-01-21,49.0,13.0
2018-01-22,49.0,11.0
2018-01-23,49.0,10.0
2018-01-24,64.0,13.0
2018-01-25,46.0,11.0
2018-01-26,29.0,5.0
2018-01-27,36.0,5.0
2018-01-28,51.0,7.0
2018-01-29,81.0,19.0
2018-01-30,40.0,18.0
2018-01-31,43.0,16.0
2018-02-01,58.0,24.0
2018-02-02,66.0,21.0
2018-02-03,76.0,10.0
2018-02-04,79.0,19.0
2018-02-05,52.0,16.0
2018-02-06,42.0,11.0
2018-02-07,46.0,13.0
2018-02-08,64.0,8.0
2018-02-09,51.0,8.0
2018-02-10,160.0,14.0
2018-02-11,142.0,7.0
2018-02-12,139.0,9.0
2018-02-13,23.0,9.0
2018-02-14,84.0,18.0
2018-02-15,69.0,16.0
2018-02-16,47.0,14.0
2018-02-17,100.0,11.0
2018-02-18,44.0,11.0
2018-02-19,199.0,17.0
2018-02-20,190.0,9.0
2018-02-21,191.0,11.0
2018-02-22,233.0,13.0
2018-02-23,218.0,15.0
2018-02-24,94.0,21.0
2018-02-25,159.0,8.0
2018-02-26,150.0,14.0
2018-02-27,57.0,13.0
2018-02-28,23.0,15.0
2018-03-01,55.0,12.0
2018-03-02,27.0,6.0
2018-03-03,29.0,7.0
2018-03-04,24.0,11.0
2018-03-05,26.0,12.0
2018-03-06,35.0,6.0
2018-03-07,41.0,12.0
2018-03-08,56.0,11.0
2018-03-09,58.0,15.0
2018-03-10,47.0,13.0
2018-03-11,40.0,4.0
2018-03-12,67.0,10.0
2018-03-13,55.0,10.0
2018-03-14,71.0,21.0
2018-03-15,58.0,15.0
2018-03-16,79.0,11.0
2018-03-17,31.0,8.0
2018-03-18,121.0,18.0
2018-03-19,80.0,16.0
2018-03-20,152.0,6.0
2018-03-21,169.0,20.0
2018-03-22,63.0,18.0
2018-03-23,68.0,12.0
2018-03-24,87.0,43.0
2018-03-25,115.0,20.0
2018-03-26,55.0,15.0
2018-03-27,122.0,12.0
2018-03-28,81.0,9.0
2018-03-29,80.0,15.0
2018-03-30,69.0,12.0
2018-03-31,37.0,12.0
2018-04-01,31.0,14.0
2018-04-02,45.0,10.0
2018-04-03,97.0,15.0
2018-04-04,142.0,17.0
2018-04-05,74.0,9.0
2018-04-06,142.0,13.0
2018-04-07,199.0,8.0
2018-04-08,225.0,9.0
2018-04-09,131.0,13.0
2018-04-10,38.0,8.0
2018-04-11,32.0,11.0
2018-04-12,93.0,17.0
2018-04-13,46.0,4.0
2018-04-14,64.0,12.0
2018-04-15,52.0,13.0
2018-04-16,57.0,11.0
2018-04-17,103.0,12.0
2018-04-18,71.0,11.0
2018-04-19,77.0,15.0
2018-04-20,42.0,7.0
2018-04-21,119.0,10.0
2018-04-22,73.0,18.0
2018-04-23,74.0,14.0
2018-04-24,58.0,9.0
2018-04-25,166.0,17.0
2018-04-26,48.0,11.0
2018-04-27,123.0,5.0
2018-04-28,136.0,13.0
2018-04-29,49.0,8.0
2018-04-30,51.0,7.0
2018-05-01,47.0,8.0
2018-05-02,48.0,12.0
2018-05-03,50.0,9.0
2018-05-04,65.0,18.0
2018-05-05,19.0,4.0
2018-05-06,86.0,7.0
2018-05-07,104.0,12.0
2018-05-08,44.0,9.0
2018-05-09,42.0,5.0
2018-05-10,141.0,7.0
2018-05-11,142.0,8.0
2018-05-12,86.0,4.0
2018-05-13,38.0,12.0
2018-05-14,109.0,7.0
2018-05-15,69.0,6.0
2018-05-16,47.0,6.0
2018-05-17,38.0,12.0
2018-05-18,65.0,14.0
2018-05-19,27.0,6.0
2018-05-20,34.0,7.0
2018-05-21,81.0,8.0
2018-05-22,89.0,14.0
2018-05-23,58.0,11.0
2018-05-24,43.0,11.0
2018-05-25,43.0,17.0
2018-05-26,75.0,8.0
2018-05-27,59.0,7.0
2018-05-28,33.0,11.0
2018-05-29,40.0,7.0
2018-05-30,67.0,10.0
2018-05-31,94.0,13.0
2018-06-01,118.0,13.0
2018-06-02,104.0,8.0
2018-06-03,112.0,10.0
2018-06-04,67.0,2.0
2018-06-05,40.0,12.0
2018-06-06,49.0,12.0
2018-06-07,82.0,15.0
2018-06-08,112.0,9.0
2018-06-09,34.0,5.0
2018-06-10,21.0,11.0
2018-06-11,43.0,4.0
2018-06-12,77.0,7.0
2018-06-13,126.0,6.0
2018-06-14,149.0,9.0
2018-06-15,58.0,9.0
2018-06-16,151.0,9.0
2018-06-17,97.0,14.0
2018-06-18,73.0,20.0
2018-06-19,164.0,45.0
2018-06-20,153.0,37.0
2018-06-21,145.0,40.0
2018-06-22,150.0,50.0
2018-06-23,90.0,15.0
2018-06-24,64.0,18.0
2018-06-25,312.0,15.0
2018-06-26,123.0,15.0
2018-06-27,57.0,14.0
2018-06-28,83.0,26.0
2018-06-29,45.0,12.0
2018-06-30,94.0,19.0
2018-07-01,106.0,10.0
2018-07-02,126.0,11.0
2018-07-03,78.0,16.0
2018-07-04,49.0,11.0
2018-07-05,176.0,14.0
2018-07-06,286.0,16.0
2018-07-07,413.0,14.0
2018-07-08,134.0,18.0
2018-07-09,118.0,16.0
2018-07-10,119.0,22.0
2018-07-11,70.0,16.0
2018-07-12,67.0,10.0
2018-07-13,124.0,5.0
2018-07-14,78.0,6.0
2018-07-15,92.0,8.0
2018-07-16,59.0,9.0
2018-07-17,82.0,11.0
2018-07-18,187.0,10.0
2018-07-19,102.0,7.0
2018-07-20,93.0,8.0
2018-07-21,102.0,13.0
2018-07-22,93.0,6.0
2018-07-23,92.0,8.0
2018-07-24,112.0,9.0
2018-07-25,73.0,10.0
2018-07-26,116.0,12.0
2018-07-27,159.0,11.0
2018-07-28,109.0,7.0
2018-07-29,62.0,5.0
2018-07-30,83.0,10.0
2018-07-31,66.0,14.0
2018-08-01,104.0,8.0
2018-08-02,65.0,6.0
2018-08-03,50.0,6.0
2018-08-04,112.0,12.0
2018-08-05,64.0,7.0
2018-08-06,401.0,13.0
2018-08-07,199.0,15.0
2018-08-08,134.0,9.0
2018-08-09,37.0,10.0
2018-08-10,105.0,13.0
2018-08-11,97.0,17.0
2018-08-12,90.0,9.0
2018-08-13,75.0,12.0
2018-08-14,46.0,6.0
2018-08-15,44.0,8.0
2018-08-16,50.0,10.0
2018-08-17,39.0,7.0
2018-08-18,56.0,17.0
2018-08-19,60.0,11.0
2018-08-20,50.0,8.0
2018-08-21,57.0,13.0
2018-08-22,152.0,13.0
2018-08-23,51.0,14.0
2018-08-24,44.0,12.0
2018-08-25,144.0,14.0
2018-08-26,144.0,5.0
2018-08-27,72.0,13.0
2018-08-28,63.0,10.0
2018-08-29,38.0,15.0
2018-08-30,52.0,13.0
2018-08-31,93.0,8.0
2018-09-01,69.0,10.0
2018-09-02,49.0,7.0
2018-09-03,80.0,7.0
2018-09-04,95.0,22.0
2018-09-05,64.0,19.0
2018-09-06,52.0,13.0
2018-09-07,61.0,20.0
2018-09-08,91.0,12.0
2018-09-09,51.0,15.0
2018-09-10,260.0,18.0
2018-09-11,123.0,17.0
2018-09-12,34.0,7.0
2018-09-13,129.0,6.0
2018-09-14,66.0,10.0
2018-09-15,39.0,11.0
2018-09-16,71.0,8.0
2018-09-17,63.0,10.0
2018-09-18,53.0,7.0
2018-09-19,82.0,17.0
2018-09-20,53.0,8.0
2018-09-21,39.0,13.0
2018-09-22,33.0,6.0
2018-09-23,26.0,5.0
2018-09-24,27.0,6.0
2018-09-25,78.0,3.0
2018-09-26,72.0,8.0
2018-09-27,40.0,8.0
2018-09-28,29.0,5.0
2018-09-29,21.0,6.0
2018-09-30,39.0,3.0
2018-10-01,14.0,7.0
2018-10-02,81.0,14.0
2018-10-03,98.0,20.0
2018-10-04,676.0,17.0
2018-10-05,156.0,16.0
2018-10-06,44.0,13.0
2018-10-07,65.0,8.0
2018-10-08,57.0,17.0
2018-10-09,55.0,14.0
2018-10-10,73.0,17.0
2018-10-11,45.0,6.0
2018-10-12,37.0,7.0
2018-10-13,52.0,7.0
2018-10-14,56.0,9.0
2018-10-15,80.0,10.0
2018-10-16,45.0,7.0
2018-10-17,360.0,10.0
2018-10-18,91.0,11.0
2018-10-19,287.0,8.0
2018-10-20,221.0,12.0
2018-10-21,164.0,9.0
2018-10-22,116.0,10.0
2018-10-23,77.0,9.0
2018-10-24,124.0,8.0
2018-10-25,102.0,13.0
2018-10-26,85.0,12.0
2018-10-27,95.0,11.0
2018-10-28,63.0,11.0
2018-10-29,61.0,11.0
2018-10-30,133.0,6.0
2018-10-31,95.0,8.0
2018-11-01,66.0,10.0
2018-11-02,41.0,8.0
2018-11-03,73.0,11.0
2018-11-04,29.0,12.0
2018-11-05,27.0,6.0
2018-11-06,35.0,14.0
2018-11-07,45.0,13.0
2018-11-08,84.0,14.0
2018-11-09,51.0,7.0
2018-11-10,19.0,6.0
2018-11-11,38.0,7.0
2018-11-12,88.0,9.0
2018-11-13,41.0,9.0
2018-11-14,48.0,4.0
2018-11-15,65.0,11.0
2018-11-16,81.0,9.0
2018-11-17,30.0,9.0
2018-11-18,27.0,4.0
2018-11-19,184.0,7.0
2018-11-20,224.0,10.0
2018-11-21,36.0,6.0
2018-11-22,30.0,3.0
2018-11-23,85.0,6.0
2018-11-24,133.0,9.0
2018-11-25,72.0,5.0
2018-11-26,62.0,14.0
2018-11-27,76.0,4.0
2018-11-28,52.0,10.0
2018-11-29,28.0,4.0
2018-11-30,29.0,6.0
2018-12-01,32.0,6.0
2018-12-02,15.0,3.0
2018-12-03,70.0,10.0
2018-12-04,25.0,11.0
2018-12-05,24.0,8.0
2018-12-06,58.0,8.0
2018-12-07,44.0,3.0
2018-12-08,46.0,4.0
2018-12-09,23.0,6.0
2018-12-10,61.0,4.0
2018-12-11,73.0,9.0
2018-12-12,81.0,6.0
2018-12-13,29.0,4.0
2018-12-14,26.0,11.0
2018-12-15,51.0,13.0
2018-12-16,21.0,8.0
2018-12-17,23.0,4.0
2018-12-18,77.0,11.0
2018-12-19,33.0,3.0
2018-12-20,23.0,8.0
2018-12-21,16.0,9.0
2018-12-22,25.0,5.0
2018-12-23,8.0,2.0
2018-12-24,18.0,4.0
2018-12-25,26.0,6.0
2018-12-26,27.0,6.0
2018-12-27,50.0,4.0
2018-12-28,54.0,8.0
2018-12-29,45.0,7.0
2018-12-30,52.0,8.0
2018-12-31,39.0,6.0
2019-01-01,22.0,4.0
2019-01-02,14.0,3.0
2019-01-03,18.0,10.0
2019-01-04,15.0,7.0
2019-01-05,26.0,8.0
2019-01-06,100.0,15.0
2019-01-07,29.0,7.0
2019-01-08,70.0,11.0
2019-01-09,43.0,5.0
2019-01-10,54.0,12.0
2019-01-11,79.0,10.0
2019-01-12,110.0,15.0
2019-01-13,193.0,10.0
2019-01-14,150.0,8.0
2019-01-15,147.0,7.0
2019-01-16,104.0,11.0
2019-01-17,91.0,6.0
2019-01-18,54.0,9.0
2019-01-19,18.0,5.0
2019-01-20,45.0,11.0
2019-01-21,85.0,12.0
2019-01-22,110.0,15.0
2019-01-23,56.0,9.0
2019-01-24,143.0,12.0
2019-01-25,129.0,5.0
2019-01-26,126.0,11.0
2019-01-27,89.0,9.0
2019-01-28,150.0,17.0
2019-01-29,79.0,13.0
2019-01-30,119.0,23.0
2019-01-31,132.0,19.0
2019-02-01,112.0,17.0
2019-02-02,151.0,15.0
2019-02-03,190.0,14.0
2019-02-04,150.0,21.0
2019-02-05,191.0,25.0
2019-02-06,177.0,16.0
2019-02-07,224.0,23.0
2019-02-08,103.0,15.0
2019-02-09,149.0,29.0
2019-02-10,45.0,6.0
2019-02-11,106.0,21.0
2019-02-12,109.0,15.0
2019-02-13,76.0,14.0
2019-02-14,65.0,18.0
2019-02-15,146.0,26.0
2019-02-16,112.0,14.0
2019-02-17,112.0,22.0
2019-02-18,173.0,22.0
2019-02-19,117.0,23.0
2019-02-20,125.0,15.0
2019-02-21,85.0,12.0
2019-02-22,76.0,17.0
2019-02-23,186.0,21.0
2019-02-24,90.0,7.0
2019-02-25,80.0,16.0
2019-02-26,114.0,10.0
2019-02-27,173.0,27.0
2019-02-28,108.0,21.0
2019-03-01,98.0,21.0
2019-03-02,108.0,25.0
2019-03-03,86.0,12.0
2019-03-04,113.0,24.0
2019-03-05,97.0,5.0
2019-03-06,67.0,11.0
2019-03-07,122.0,16.0
2019-03-08,107.0,14.0
2019-03-09,125.0,12.0
2019-03-10,136.0,19.0
2019-03-11,66.0,15.0
2019-03-12,40.0,4.0
2019-03-13,106.0,6.0
2019-03-14,89.0,7.0
2019-03-15,134.0,17.0
2019-03-16,89.0,17.0
2019-03-17,47.0,12.0
2019-03-18,74.0,8.0
2019-03-19,38.0,7.0
2019-03-20,127.0,12.0
2019-03-21,106.0,14.0
2019-03-22,134.0,9.0
2019-03-23,157.0,11.0
2019-03-24,64.0,7.0
2019-03-25,95.0,9.0
2019-03-26,49.0,8.0
2019-03-27,43.0,5.0
2019-03-28,62.0,8.0
2019-03-29,97.0,10.0
2019-03-30,85.0,13.0
2019-03-31,82.0,6.0
2019-04-01,120.0,18.0
2019-04-02,104.0,11.0
2019-04-03,169.0,13.0
2019-04-04,119.0,13.0
2019-04-05,91.0,12.0
2019-04-06,175.0,10.0
2019-04-07,111.0,16.0
2019-04-08,54.0,17.0
2019-04-09,114.0,16.0
2019-04-10,75.0,6.0
2019-04-11,58.0,10.0
2019-04-12,59.0,7.0
2019-04-13,46.0,11.0
2019-04-14,68.0,4.0
2019-04-15,73.0,9.0
2019-04-16,86.0,7.0
2019-04-17,27.0,10.0
2019-04-18,58.0,5.0
2019-04-19,125.0,5.0
2019-04-20,56.0,10.0
2019-04-21,35.0,11.0
2019-04-22,44.0,5.0
2019-04-23,21.0,10.0
2019-04-24,29.0,10.0
2019-04-25,51.0,11.0
2019-04-26,99.0,13.0
2019-04-27,36.0,6.0
2019-04-28,36.0,7.0
2019-04-29,204.0,9.0
2019-04-30,86.0,4.0
2019-05-01,69.0,5.0
2019-05-02,64.0,8.0
2019-05-03,76.0,3.0
2019-05-04,60.0,3.0
2019-05-05,86.0,3.0
2019-05-06,47.0,11.0
2019-05-07,79.0,13.0
2019-05-08,73.0,11.0
2019-05-09,168.0,9.0
2019-05-10,39.0,5.0
2019-05-11,35.0,10.0
2019-05-12,69.0,4.0
2019-05-13,23.0,6.0
2019-05-14,14.0,9.0
2019-05-15,125.0,13.0
2019-05-16,120.0,17.0
2019-05-17,60.0,14.0
2019-05-18,56.0,6.0
2019-05-19,59.0,6.0
2019-05-20,102.0,9.0
2019-05-21,43.0,7.0
2019-05-22,23.0,16.0
2019-05-23,18.0,10.0
2019-05-24,56.0,8.0
2019-05-25,38.0,5.0
2019-05-26,20.0,11.0
2019-05-27,14.0,5.0
2019-05-28,40.0,10.0
2019-05-29,29.0,10.0
2019-05-30,28.0,9.0
2019-05-31,40.0,9.0
2019-06-01,28.0,9.0
2019-06-02,20.0,5.0
2019-06-03,31.0,11.0
2019-06-04,16.0,8.0
2019-06-05,31.0,9.0
2019-06-06,26.0,14.0
2019-06-07,29.0,8.0
2019-06-08,11.0,4.0
2019-06-09,18.0,7.0
2019-06-10,42.0,10.0
2019-06-11,19.0,8.0
2019-06-12,37.0,14.0
2019-06-13,46.0,10.0
2019-06-14,28.0,8.0
2019-06-15,74.0,9.0
2019-06-16,23.0,5.0
2019-06-17,9.0,4.0
2019-06-18,29.0,7.0
2019-06-19,39.0,11.0
2019-06-20,34.0,6.0
2019-06-21,39.0,10.0
2019-06-22,23.0,8.0
2019-06-23,23.0,11.0
2019-06-24,29.0,11.0
2019-06-25,39.0,20.0
2019-06-26,48.0,18.0
2019-06-27,29.0,8.0
2019-06-28,35.0,14.0
2019-06-29,25.0,11.0
2019-06-30,24.0,2.0
2019-07-01,85.0,13.0
2019-07-02,39.0,10.0
2019-07-03,66.0,7.0
2019-07-04,26.0,11.0
2019-07-05,31.0,6.0
2019-07-06,44.0,13.0
2019-07-07,46.0,9.0
2019-07-08,54.0,14.0
2019-07-09,23.0,8.0
2019-07-10,31.0,15.0
2019-07-11,33.0,10.0
2019-07-12,22.0,7.0
2019-07-13,18.0,8.0
2019-07-14,35.0,6.0
2019-07-15,34.0,12.0
2019-07-16,22.0,11.0
2019-07-17,31.0,11.0
2019-07-18,32.0,8.0
2019-07-19,25.0,11.0
2019-07-20,13.0,5.0
2019-07-21,19.0,7.0
2019-07-22,30.0,10.0
2019-07-23,29.0,13.0
2019-07-24,26.0,9.0
2019-07-25,26.0,11.0
2019-07-26,109.0,9.0
2019-07-27,135.0,9.0
2019-07-28,76.0,10.0
2019-07-29,30.0,9.0
2019-07-30,32.0,9.0
2019-07-31,85.0,13.0
2019-08-01,62.0,8.0
2019-08-02,28.0,9.0
2019-08-03,28.0,6.0
2019-08-04,56.0,18.0
2019-08-05,30.0,17.0
2019-08-06,16.0,8.0
2019-08-07,21.0,9.0
2019-08-08,24.0,8.0
2019-08-09,18.0,6.0
2019-08-10,22.0,7.0
2019-08-11,32.0,9.0
2019-08-12,17.0,6.0
2019-08-13,13.0,7.0
2019-08-14,33.0,12.0
2019-08-15,53.0,14.0
2019-08-16,140.0,6.0
2019-08-17,57.0,8.0
2019-08-18,53.0,7.0
2019-08-19,69.0,9.0
2019-08-20,35.0,11.0
2019-08-21,30.0,9.0
2019-08-22,24.0,9.0
2019-08-23,27.0,5.0
2019-08-24,41.0,4.0
2019-08-25,24.0,2.0
2019-08-26,89.0,7.0
2019-08-27,225.0,3.0
2019-08-28,42.0,8.0
2019-08-29,27.0,8.0
2019-08-30,35.0,9.0
2019-08-31,24.0,4.0
2019-09-01,39.0,9.0
2019-09-02,48.0,7.0
2019-09-03,82.0,20.0
2019-09-04,35.0,11.0
2019-09-05,36.0,8.0
2019-09-06,45.0,7.0
2019-09-07,32.0,6.0
2019-09-08,23.0,11.0
2019-09-09,25.0,4.0
2019-09-10,14.0,6.0
2019-09-11,25.0,7.0
2019-09-12,12.0,5.0
2019-09-13,52.0,9.0
2019-09-14,48.0,5.0
2019-09-15,44.0,7.0
2019-09-16,16.0,7.0
2019-09-17,28.0,7.0
2019-09-18,33.0,5.0
2019-09-19,23.0,6.0
2019-09-20,17.0,2.0
2019-09-21,85.0,2.0
2019-09-22,199.0,3.0
2019-09-23,68.0,10.0
2019-09-24,46.0,6.0
2019-09-25,31.0,2.0
2019-09-26,40.0,4.0
2019-09-27,32.0,5.0
2019-09-28,24.0,5.0
2019-09-29,24.0,4.0
2019-09-30,14.0,9.0
2019-10-01,19.0,6.0
2019-10-02,15.0,8.0
2019-10-03,53.0,5.0
2019-10-04,44.0,8.0
2019-10-05,23.0,8.0
2019-10-06,19.0,9.0
2019-10-07,17.0,6.0
2019-10-08,5.0,2.0
2019-10-09,14.0,6.0
