,count,count_no_rt
2017-04-06,114.0,16.0
2017-04-07,82.0,12.0
2017-04-08,122.0,42.0
2017-04-09,97.0,36.0
2017-04-10,128.0,40.0
2017-04-11,103.0,28.0
2017-04-12,172.0,29.0
2017-04-13,794.0,460.0
2017-04-14,156.0,48.0
2017-04-15,99.0,34.0
2017-04-16,74.0,28.0
2017-04-17,66.0,15.0
2017-04-18,122.0,39.0
2017-04-19,103.0,38.0
2017-04-20,696.0,439.0
2017-04-21,129.0,44.0
2017-04-22,116.0,40.0
2017-04-23,75.0,17.0
2017-04-24,70.0,22.0
2017-04-25,112.0,34.0
2017-04-26,227.0,45.0
2017-04-27,750.0,397.0
2017-04-28,368.0,65.0
2017-04-29,126.0,26.0
2017-04-30,145.0,46.0
2017-05-01,234.0,58.0
2017-05-02,273.0,67.0
2017-05-03,204.0,45.0
2017-05-04,502.0,250.0
2017-05-05,236.0,89.0
2017-05-06,133.0,37.0
2017-05-07,167.0,26.0
2017-05-08,196.0,28.0
2017-05-09,417.0,44.0
2017-05-10,176.0,29.0
2017-05-11,785.0,365.0
2017-05-12,453.0,92.0
2017-05-13,384.0,36.0
2017-05-14,155.0,26.0
2017-05-15,733.0,88.0
2017-05-16,378.0,80.0
2017-05-17,176.0,30.0
2017-05-18,678.0,371.0
2017-05-19,178.0,62.0
2017-05-20,107.0,24.0
2017-05-21,102.0,28.0
2017-05-22,116.0,32.0
2017-05-23,118.0,21.0
2017-05-24,187.0,49.0
2017-05-25,613.0,339.0
2017-05-26,184.0,64.0
2017-05-27,112.0,29.0
2017-05-28,125.0,47.0
2017-05-29,161.0,49.0
2017-05-30,154.0,22.0
2017-05-31,172.0,35.0
2017-06-01,725.0,417.0
2017-06-02,284.0,98.0
2017-06-03,146.0,61.0
2017-06-04,122.0,34.0
2017-06-05,125.0,51.0
2017-06-06,235.0,34.0
2017-06-07,156.0,42.0
2017-06-08,628.0,422.0
2017-06-09,285.0,127.0
2017-06-10,373.0,50.0
2017-06-11,167.0,43.0
2017-06-12,198.0,34.0
2017-06-13,198.0,47.0
2017-06-14,335.0,74.0
2017-06-15,753.0,405.0
2017-06-16,530.0,115.0
2017-06-17,225.0,62.0
2017-06-18,153.0,41.0
2017-06-19,176.0,54.0
2017-06-20,213.0,63.0
2017-06-21,264.0,62.0
2017-06-22,807.0,477.0
2017-06-23,437.0,141.0
2017-06-24,217.0,73.0
2017-06-25,146.0,39.0
2017-06-26,166.0,37.0
2017-06-27,96.0,32.0
2017-06-28,89.0,24.0
2017-06-29,119.0,44.0
2017-06-30,204.0,51.0
2017-07-01,63.0,9.0
2017-07-02,87.0,20.0
2017-07-03,102.0,20.0
2017-07-04,97.0,21.0
2017-07-05,1001.0,148.0
2017-07-06,503.0,71.0
2017-07-07,601.0,67.0
2017-07-08,551.0,60.0
2017-07-09,509.0,41.0
2017-07-10,725.0,86.0
2017-07-11,626.0,64.0
2017-07-12,518.0,46.0
2017-07-13,210.0,36.0
2017-07-14,2091.0,27.0
2017-07-15,2285.0,29.0
2017-07-16,482.0,26.0
2017-07-17,403.0,87.0
2017-07-18,715.0,147.0
2017-07-19,322.0,66.0
2017-07-20,456.0,49.0
2017-07-21,444.0,54.0
2017-07-22,351.0,39.0
2017-07-23,214.0,40.0
2017-07-24,115.0,23.0
2017-07-25,137.0,27.0
2017-07-26,102.0,27.0
2017-07-27,175.0,30.0
2017-07-28,375.0,54.0
2017-07-29,254.0,30.0
2017-07-30,172.0,32.0
2017-07-31,103.0,22.0
2017-08-01,225.0,39.0
2017-08-02,280.0,41.0
2017-08-03,92.0,28.0
2017-08-04,125.0,26.0
2017-08-05,134.0,22.0
2017-08-06,106.0,31.0
2017-08-07,236.0,40.0
2017-08-08,176.0,27.0
2017-08-09,135.0,43.0
2017-08-10,215.0,52.0
2017-08-11,644.0,50.0
2017-08-12,554.0,60.0
2017-08-13,318.0,61.0
2017-08-14,235.0,50.0
2017-08-15,180.0,48.0
2017-08-16,128.0,34.0
2017-08-17,115.0,27.0
2017-08-18,146.0,42.0
2017-08-19,2551.0,355.0
2017-08-20,1931.0,103.0
2017-08-21,1794.0,249.0
2017-08-22,587.0,130.0
2017-08-23,390.0,137.0
2017-08-24,554.0,91.0
2017-08-25,294.0,78.0
2017-08-26,174.0,57.0
2017-08-27,205.0,80.0
2017-08-28,382.0,75.0
2017-08-29,244.0,48.0
2017-08-30,205.0,40.0
2017-08-31,201.0,48.0
2017-09-01,125.0,32.0
2017-09-02,122.0,45.0
2017-09-03,116.0,24.0
2017-09-04,142.0,28.0
2017-09-05,97.0,43.0
2017-09-06,176.0,52.0
2017-09-07,100.0,28.0
2017-09-08,93.0,28.0
2017-09-09,98.0,22.0
2017-09-10,188.0,46.0
2017-09-11,123.0,35.0
2017-09-12,112.0,17.0
2017-09-13,111.0,32.0
2017-09-14,111.0,27.0
2017-09-15,136.0,51.0
2017-09-16,487.0,91.0
2017-09-17,230.0,42.0
2017-09-18,198.0,34.0
2017-09-19,198.0,33.0
2017-09-20,273.0,40.0
2017-09-21,183.0,27.0
2017-09-22,162.0,21.0
2017-09-23,130.0,36.0
2017-09-24,167.0,54.0
2017-09-25,363.0,45.0
2017-09-26,588.0,71.0
2017-09-27,628.0,35.0
2017-09-28,829.0,40.0
2017-09-29,1028.0,124.0
2017-09-30,623.0,62.0
2017-10-01,452.0,52.0
2017-10-02,457.0,91.0
2017-10-03,493.0,39.0
2017-10-04,249.0,28.0
2017-10-05,226.0,26.0
2017-10-06,252.0,35.0
2017-10-07,297.0,34.0
2017-10-08,302.0,24.0
2017-10-09,269.0,40.0
2017-10-10,227.0,51.0
2017-10-11,122.0,26.0
2017-10-12,61.0,13.0
2017-10-13,131.0,38.0
2017-10-14,209.0,33.0
2017-10-15,125.0,29.0
2017-10-16,157.0,36.0
2017-10-17,286.0,44.0
2017-10-18,162.0,17.0
2017-10-19,130.0,21.0
2017-10-20,117.0,16.0
2017-10-21,150.0,21.0
2017-10-22,128.0,19.0
2017-10-23,169.0,17.0
2017-10-24,120.0,15.0
2017-10-25,87.0,18.0
2017-10-26,56.0,17.0
2017-10-27,101.0,18.0
2017-10-28,94.0,20.0
2017-10-29,67.0,18.0
2017-10-30,56.0,13.0
2017-10-31,113.0,18.0
2017-11-01,105.0,28.0
2017-11-02,57.0,20.0
2017-11-03,113.0,19.0
2017-11-04,124.0,15.0
2017-11-05,161.0,24.0
2017-11-06,92.0,17.0
2017-11-07,73.0,21.0
2017-11-08,193.0,14.0
2017-11-09,65.0,6.0
2017-11-10,67.0,16.0
2017-11-11,54.0,15.0
2017-11-12,139.0,24.0
2017-11-13,108.0,26.0
2017-11-14,123.0,30.0
2017-11-15,45.0,27.0
2017-11-16,277.0,25.0
2017-11-17,227.0,21.0
2017-11-18,356.0,50.0
2017-11-19,163.0,34.0
2017-11-20,224.0,35.0
2017-11-21,78.0,19.0
2017-11-22,109.0,12.0
2017-11-23,120.0,29.0
2017-11-24,421.0,40.0
2017-11-25,238.0,22.0
2017-11-26,240.0,19.0
2017-11-27,126.0,17.0
2017-11-28,71.0,17.0
2017-11-29,49.0,17.0
2017-11-30,154.0,23.0
2017-12-01,286.0,25.0
2017-12-02,130.0,13.0
2017-12-03,78.0,26.0
2017-12-04,162.0,28.0
2017-12-05,111.0,18.0
2017-12-06,106.0,13.0
2017-12-07,62.0,14.0
2017-12-08,177.0,29.0
2017-12-09,213.0,27.0
2017-12-10,134.0,19.0
2017-12-11,167.0,21.0
2017-12-12,86.0,25.0
2017-12-13,45.0,13.0
2017-12-14,64.0,15.0
2017-12-15,142.0,24.0
2017-12-16,118.0,17.0
2017-12-17,171.0,19.0
2017-12-18,345.0,26.0
2017-12-19,261.0,12.0
2017-12-20,186.0,26.0
2017-12-21,121.0,27.0
2017-12-22,149.0,17.0
2017-12-23,253.0,25.0
2017-12-24,303.0,23.0
2017-12-25,161.0,19.0
2017-12-26,467.0,17.0
2017-12-27,225.0,22.0
2017-12-28,370.0,18.0
2017-12-29,208.0,16.0
2017-12-30,144.0,13.0
2017-12-31,531.0,50.0
2018-01-01,420.0,32.0
2018-01-02,199.0,24.0
2018-01-03,149.0,15.0
2018-01-04,251.0,19.0
2018-01-05,148.0,24.0
2018-01-06,147.0,18.0
2018-01-07,190.0,18.0
2018-01-08,236.0,38.0
2018-01-09,657.0,77.0
2018-01-10,455.0,33.0
2018-01-11,388.0,54.0
2018-01-12,218.0,31.0
2018-01-13,231.0,21.0
2018-01-14,207.0,17.0
2018-01-15,113.0,18.0
2018-01-16,228.0,23.0
2018-01-17,362.0,38.0
2018-01-18,636.0,36.0
2018-01-19,203.0,29.0
2018-01-20,279.0,24.0
2018-01-21,652.0,33.0
2018-01-22,206.0,14.0
2018-01-23,121.0,18.0
2018-01-24,163.0,21.0
2018-01-25,339.0,49.0
2018-01-26,335.0,34.0
2018-01-27,167.0,17.0
2018-01-28,824.0,25.0
2018-01-29,465.0,30.0
2018-01-30,186.0,36.0
2018-01-31,140.0,19.0
2018-02-01,163.0,29.0
2018-02-02,467.0,41.0
2018-02-03,208.0,37.0
2018-02-04,171.0,28.0
2018-02-05,230.0,32.0
2018-02-06,249.0,36.0
2018-02-07,256.0,27.0
2018-02-08,225.0,32.0
2018-02-09,286.0,36.0
2018-02-10,1120.0,115.0
2018-02-11,942.0,70.0
2018-02-12,498.0,32.0
2018-02-13,509.0,58.0
2018-02-14,431.0,41.0
2018-02-15,200.0,28.0
2018-02-16,229.0,34.0
2018-02-17,274.0,32.0
2018-02-18,368.0,19.0
2018-02-19,297.0,14.0
2018-02-20,205.0,21.0
2018-02-21,410.0,48.0
2018-02-22,306.0,48.0
2018-02-23,309.0,50.0
2018-02-24,222.0,43.0
2018-02-25,210.0,36.0
2018-02-26,164.0,27.0
2018-02-27,167.0,31.0
2018-02-28,229.0,36.0
2018-03-01,196.0,21.0
2018-03-02,356.0,29.0
2018-03-03,271.0,29.0
2018-03-04,131.0,14.0
2018-03-05,203.0,32.0
2018-03-06,136.0,14.0
2018-03-07,228.0,42.0
2018-03-08,338.0,36.0
2018-03-09,229.0,34.0
2018-03-10,656.0,27.0
2018-03-11,414.0,36.0
2018-03-12,248.0,38.0
2018-03-13,234.0,26.0
2018-03-14,202.0,34.0
2018-03-15,351.0,45.0
2018-03-16,159.0,16.0
2018-03-17,177.0,22.0
2018-03-18,214.0,14.0
2018-03-19,232.0,19.0
2018-03-20,431.0,27.0
2018-03-21,344.0,26.0
2018-03-22,162.0,21.0
2018-03-23,164.0,30.0
2018-03-24,168.0,18.0
2018-03-25,113.0,22.0
2018-03-26,108.0,19.0
2018-03-27,177.0,37.0
2018-03-28,138.0,20.0
2018-03-29,121.0,27.0
2018-03-30,357.0,25.0
2018-03-31,283.0,24.0
2018-04-01,147.0,21.0
2018-04-02,133.0,17.0
2018-04-03,253.0,17.0
2018-04-04,371.0,19.0
2018-04-05,137.0,25.0
2018-04-06,184.0,24.0
2018-04-07,119.0,11.0
2018-04-08,62.0,11.0
2018-04-09,225.0,16.0
2018-04-10,177.0,21.0
2018-04-11,87.0,16.0
2018-04-12,168.0,26.0
2018-04-13,533.0,33.0
2018-04-14,219.0,19.0
2018-04-15,192.0,19.0
2018-04-16,193.0,19.0
2018-04-17,220.0,19.0
2018-04-18,178.0,19.0
2018-04-19,266.0,40.0
2018-04-20,493.0,44.0
2018-04-21,405.0,21.0
2018-04-22,357.0,24.0
2018-04-23,252.0,24.0
2018-04-24,407.0,41.0
2018-04-25,1243.0,93.0
2018-04-26,477.0,23.0
2018-04-27,387.0,25.0
2018-04-28,416.0,39.0
2018-04-29,399.0,26.0
2018-04-30,196.0,20.0
2018-05-01,102.0,22.0
2018-05-02,144.0,14.0
2018-05-03,247.0,19.0
2018-05-04,224.0,33.0
2018-05-05,145.0,21.0
2018-05-06,141.0,13.0
2018-05-07,170.0,29.0
2018-05-08,175.0,17.0
2018-05-09,127.0,23.0
2018-05-10,67.0,21.0
2018-05-11,211.0,30.0
2018-05-12,191.0,18.0
2018-05-13,141.0,17.0
2018-05-14,294.0,19.0
2018-05-15,650.0,41.0
2018-05-16,633.0,49.0
2018-05-17,289.0,25.0
2018-05-18,244.0,31.0
2018-05-19,184.0,15.0
2018-05-20,376.0,15.0
2018-05-21,310.0,28.0
2018-05-22,354.0,48.0
2018-05-23,300.0,36.0
2018-05-24,253.0,40.0
2018-05-25,161.0,37.0
2018-05-26,122.0,23.0
2018-05-27,105.0,21.0
2018-05-28,79.0,26.0
2018-05-29,85.0,19.0
2018-05-30,149.0,21.0
2018-05-31,191.0,18.0
2018-06-01,132.0,26.0
2018-06-02,174.0,11.0
2018-06-03,121.0,16.0
2018-06-04,192.0,17.0
2018-06-05,89.0,16.0
2018-06-06,102.0,20.0
2018-06-07,86.0,16.0
2018-06-08,1507.0,20.0
2018-06-09,513.0,27.0
2018-06-10,446.0,17.0
2018-06-11,214.0,9.0
2018-06-12,159.0,12.0
2018-06-13,123.0,15.0
2018-06-14,200.0,10.0
2018-06-15,182.0,22.0
2018-06-16,375.0,38.0
2018-06-17,213.0,28.0
2018-06-18,117.0,19.0
2018-06-19,160.0,15.0
2018-06-20,129.0,22.0
2018-06-21,188.0,33.0
2018-06-22,162.0,18.0
2018-06-23,262.0,24.0
2018-06-24,149.0,28.0
2018-06-25,100.0,19.0
2018-06-26,106.0,24.0
2018-06-27,177.0,14.0
2018-06-28,315.0,30.0
2018-06-29,95.0,22.0
2018-06-30,134.0,24.0
2018-07-01,152.0,11.0
2018-07-02,234.0,27.0
2018-07-03,551.0,16.0
2018-07-04,309.0,14.0
2018-07-05,168.0,14.0
2018-07-06,245.0,18.0
2018-07-07,342.0,17.0
2018-07-08,164.0,12.0
2018-07-09,108.0,18.0
2018-07-10,156.0,17.0
2018-07-11,158.0,14.0
2018-07-12,111.0,16.0
2018-07-13,355.0,17.0
2018-07-14,244.0,19.0
2018-07-15,480.0,54.0
2018-07-16,278.0,41.0
2018-07-17,300.0,37.0
2018-07-18,209.0,23.0
2018-07-19,237.0,22.0
2018-07-20,159.0,20.0
2018-07-21,195.0,18.0
2018-07-22,180.0,20.0
2018-07-23,259.0,19.0
2018-07-24,183.0,22.0
2018-07-25,90.0,17.0
2018-07-26,291.0,26.0
2018-07-27,265.0,29.0
2018-07-28,322.0,24.0
2018-07-29,387.0,27.0
2018-07-30,528.0,37.0
2018-07-31,217.0,29.0
2018-08-01,194.0,24.0
2018-08-02,225.0,17.0
2018-08-03,189.0,15.0
2018-08-04,270.0,18.0
2018-08-05,168.0,26.0
2018-08-06,473.0,22.0
2018-08-07,388.0,25.0
2018-08-08,447.0,33.0
2018-08-09,214.0,39.0
2018-08-10,297.0,38.0
2018-08-11,259.0,33.0
2018-08-12,324.0,35.0
2018-08-13,157.0,33.0
2018-08-14,68.0,18.0
2018-08-15,196.0,31.0
2018-08-16,188.0,28.0
2018-08-17,204.0,25.0
2018-08-18,164.0,26.0
2018-08-19,119.0,25.0
2018-08-20,124.0,25.0
2018-08-21,404.0,19.0
2018-08-22,184.0,20.0
2018-08-23,122.0,27.0
2018-08-24,172.0,26.0
2018-08-25,230.0,28.0
2018-08-26,283.0,19.0
2018-08-27,1515.0,42.0
2018-08-28,504.0,20.0
2018-08-29,276.0,21.0
2018-08-30,156.0,20.0
2018-08-31,203.0,18.0
2018-09-01,152.0,21.0
2018-09-02,145.0,25.0
2018-09-03,175.0,31.0
2018-09-04,199.0,45.0
2018-09-05,248.0,34.0
2018-09-06,162.0,27.0
2018-09-07,353.0,32.0
2018-09-08,489.0,29.0
2018-09-09,178.0,34.0
2018-09-10,319.0,27.0
2018-09-11,228.0,27.0
2018-09-12,174.0,20.0
2018-09-13,162.0,26.0
2018-09-14,209.0,20.0
2018-09-15,449.0,38.0
2018-09-16,394.0,13.0
2018-09-17,666.0,25.0
2018-09-18,305.0,29.0
2018-09-19,210.0,18.0
2018-09-20,156.0,26.0
2018-09-21,128.0,21.0
2018-09-22,184.0,20.0
2018-09-23,164.0,17.0
2018-09-24,237.0,18.0
2018-09-25,300.0,25.0
2018-09-26,135.0,20.0
2018-09-27,99.0,16.0
2018-09-28,124.0,18.0
2018-09-29,227.0,21.0
2018-09-30,322.0,31.0
2018-10-01,261.0,23.0
2018-10-02,162.0,22.0
2018-10-03,367.0,49.0
2018-10-04,604.0,49.0
2018-10-05,220.0,22.0
2018-10-06,310.0,28.0
2018-10-07,193.0,26.0
2018-10-08,316.0,33.0
2018-10-09,300.0,26.0
2018-10-10,189.0,30.0
2018-10-11,236.0,29.0
2018-10-12,167.0,24.0
2018-10-13,152.0,28.0
2018-10-14,89.0,20.0
2018-10-15,358.0,23.0
2018-10-16,152.0,24.0
2018-10-17,848.0,37.0
2018-10-18,1060.0,27.0
2018-10-19,911.0,23.0
2018-10-20,765.0,35.0
2018-10-21,920.0,49.0
2018-10-22,263.0,39.0
2018-10-23,333.0,26.0
2018-10-24,278.0,23.0
2018-10-25,201.0,23.0
2018-10-26,233.0,28.0
2018-10-27,263.0,31.0
2018-10-28,157.0,23.0
2018-10-29,163.0,24.0
2018-10-30,232.0,15.0
2018-10-31,167.0,16.0
2018-11-01,247.0,18.0
2018-11-02,379.0,23.0
2018-11-03,174.0,12.0
2018-11-04,159.0,14.0
2018-11-05,251.0,26.0
2018-11-06,108.0,20.0
2018-11-07,82.0,10.0
2018-11-08,336.0,35.0
2018-11-09,124.0,28.0
2018-11-10,82.0,13.0
2018-11-11,74.0,9.0
2018-11-12,128.0,14.0
2018-11-13,58.0,14.0
2018-11-14,113.0,13.0
2018-11-15,177.0,17.0
2018-11-16,236.0,20.0
2018-11-17,91.0,9.0
2018-11-18,160.0,12.0
2018-11-19,354.0,20.0
2018-11-20,340.0,23.0
2018-11-21,92.0,12.0
2018-11-22,73.0,13.0
2018-11-23,78.0,8.0
2018-11-24,66.0,9.0
2018-11-25,123.0,12.0
2018-11-26,98.0,11.0
2018-11-27,79.0,9.0
2018-11-28,87.0,19.0
2018-11-29,53.0,9.0
2018-11-30,65.0,14.0
2018-12-01,63.0,12.0
2018-12-02,165.0,18.0
2018-12-03,212.0,22.0
2018-12-04,81.0,12.0
2018-12-05,80.0,19.0
2018-12-06,89.0,8.0
2018-12-07,171.0,7.0
2018-12-08,186.0,17.0
2018-12-09,54.0,5.0
2018-12-10,233.0,17.0
2018-12-11,194.0,12.0
2018-12-12,168.0,19.0
2018-12-13,131.0,21.0
2018-12-14,146.0,29.0
2018-12-15,208.0,16.0
2018-12-16,88.0,9.0
2018-12-17,142.0,12.0
2018-12-18,221.0,19.0
2018-12-19,139.0,16.0
2018-12-20,123.0,20.0
2018-12-21,151.0,16.0
2018-12-22,110.0,12.0
2018-12-23,135.0,12.0
2018-12-24,193.0,21.0
2018-12-25,113.0,12.0
2018-12-26,275.0,25.0
2018-12-27,579.0,53.0
2018-12-28,1505.0,58.0
2018-12-29,785.0,56.0
2018-12-30,361.0,34.0
2018-12-31,125.0,28.0
2019-01-01,170.0,19.0
2019-01-02,164.0,14.0
2019-01-03,117.0,15.0
2019-01-04,110.0,17.0
2019-01-05,138.0,23.0
2019-01-06,219.0,27.0
2019-01-07,235.0,12.0
2019-01-08,215.0,17.0
2019-01-09,270.0,45.0
2019-01-10,252.0,26.0
2019-01-11,689.0,74.0
2019-01-12,455.0,36.0
2019-01-13,503.0,40.0
2019-01-14,496.0,37.0
2019-01-15,335.0,26.0
2019-01-16,214.0,14.0
2019-01-17,229.0,18.0
2019-01-18,128.0,18.0
2019-01-19,111.0,16.0
2019-01-20,262.0,25.0
2019-01-21,687.0,31.0
2019-01-22,242.0,20.0
2019-01-23,177.0,22.0
2019-01-24,285.0,19.0
2019-01-25,208.0,21.0
2019-01-26,182.0,23.0
2019-01-27,177.0,28.0
2019-01-28,353.0,52.0
2019-01-29,447.0,58.0
2019-01-30,181.0,29.0
2019-01-31,144.0,19.0
2019-02-01,464.0,19.0
2019-02-02,211.0,22.0
2019-02-03,225.0,34.0
2019-02-04,191.0,8.0
2019-02-05,264.0,24.0
2019-02-06,155.0,22.0
2019-02-07,538.0,28.0
2019-02-08,616.0,19.0
2019-02-09,487.0,23.0
2019-02-10,159.0,10.0
2019-02-11,182.0,21.0
2019-02-12,366.0,28.0
2019-02-13,322.0,29.0
2019-02-14,99.0,18.0
2019-02-15,108.0,17.0
2019-02-16,139.0,14.0
2019-02-17,176.0,11.0
2019-02-18,237.0,13.0
2019-02-19,138.0,18.0
2019-02-20,174.0,19.0
2019-02-21,275.0,34.0
2019-02-22,336.0,35.0
2019-02-23,222.0,26.0
2019-02-24,176.0,21.0
2019-02-25,149.0,11.0
2019-02-26,158.0,21.0
2019-02-27,182.0,10.0
2019-02-28,488.0,15.0
2019-03-01,320.0,16.0
2019-03-02,373.0,14.0
2019-03-03,314.0,19.0
2019-03-04,375.0,11.0
2019-03-05,252.0,13.0
2019-03-06,246.0,8.0
2019-03-07,371.0,18.0
2019-03-08,317.0,15.0
2019-03-09,263.0,13.0
2019-03-10,348.0,8.0
2019-03-11,227.0,12.0
2019-03-12,212.0,10.0
2019-03-13,335.0,13.0
2019-03-14,342.0,13.0
2019-03-15,420.0,17.0
2019-03-16,305.0,16.0
2019-03-17,240.0,10.0
2019-03-18,257.0,8.0
2019-03-19,267.0,11.0
2019-03-20,532.0,18.0
2019-03-21,653.0,19.0
2019-03-22,384.0,24.0
2019-03-23,389.0,20.0
2019-03-24,320.0,13.0
2019-03-25,227.0,22.0
2019-03-26,206.0,15.0
2019-03-27,192.0,12.0
2019-03-28,354.0,17.0
2019-03-29,333.0,17.0
2019-03-30,195.0,11.0
2019-03-31,195.0,9.0
2019-04-01,200.0,15.0
2019-04-02,264.0,11.0
2019-04-03,233.0,14.0
2019-04-04,271.0,17.0
2019-04-05,276.0,12.0
2019-04-06,298.0,20.0
2019-04-07,211.0,11.0
2019-04-08,363.0,9.0
2019-04-09,377.0,19.0
2019-04-10,215.0,13.0
2019-04-11,206.0,6.0
2019-04-12,102.0,15.0
2019-04-13,135.0,6.0
2019-04-14,156.0,19.0
2019-04-15,272.0,15.0
2019-04-16,183.0,15.0
2019-04-17,191.0,16.0
2019-04-18,161.0,12.0
2019-04-19,245.0,14.0
2019-04-20,211.0,23.0
2019-04-21,203.0,15.0
2019-04-22,142.0,8.0
2019-04-23,136.0,17.0
2019-04-24,210.0,13.0
2019-04-25,174.0,8.0
2019-04-26,276.0,70.0
2019-04-27,281.0,11.0
2019-04-28,137.0,7.0
2019-04-29,152.0,14.0
2019-04-30,223.0,23.0
2019-05-01,158.0,18.0
2019-05-02,186.0,16.0
2019-05-03,227.0,19.0
2019-05-04,184.0,16.0
2019-05-05,371.0,25.0
2019-05-06,423.0,23.0
2019-05-07,299.0,18.0
2019-05-08,227.0,15.0
2019-05-09,214.0,9.0
2019-05-10,248.0,8.0
2019-05-11,214.0,12.0
2019-05-12,268.0,15.0
2019-05-13,676.0,22.0
2019-05-14,371.0,29.0
2019-05-15,281.0,26.0
2019-05-16,157.0,15.0
2019-05-17,167.0,16.0
2019-05-18,122.0,7.0
2019-05-19,201.0,11.0
2019-05-20,258.0,18.0
2019-05-21,341.0,18.0
2019-05-22,134.0,16.0
2019-05-23,84.0,6.0
2019-05-24,80.0,11.0
2019-05-25,80.0,11.0
2019-05-26,65.0,9.0
2019-05-27,40.0,7.0
2019-05-28,155.0,11.0
2019-05-29,127.0,9.0
2019-05-30,121.0,13.0
2019-05-31,75.0,11.0
2019-06-01,40.0,10.0
2019-06-02,25.0,4.0
2019-06-03,39.0,6.0
2019-06-04,51.0,13.0
2019-06-05,79.0,5.0
2019-06-06,153.0,10.0
2019-06-07,211.0,18.0
2019-06-08,125.0,8.0
2019-06-09,95.0,9.0
2019-06-10,235.0,15.0
2019-06-11,116.0,16.0
2019-06-12,74.0,15.0
2019-06-13,180.0,22.0
2019-06-14,156.0,18.0
2019-06-15,76.0,12.0
2019-06-16,79.0,28.0
2019-06-17,58.0,8.0
2019-06-18,174.0,14.0
2019-06-19,400.0,15.0
2019-06-20,340.0,26.0
2019-06-21,369.0,35.0
2019-06-22,156.0,16.0
2019-06-23,179.0,11.0
2019-06-24,236.0,23.0
2019-06-25,204.0,24.0
2019-06-26,145.0,26.0
2019-06-27,188.0,22.0
2019-06-28,105.0,16.0
2019-06-29,116.0,13.0
2019-06-30,101.0,21.0
2019-07-01,108.0,16.0
2019-07-02,98.0,11.0
2019-07-03,97.0,7.0
2019-07-04,84.0,16.0
2019-07-05,85.0,10.0
2019-07-06,168.0,37.0
2019-07-07,261.0,28.0
2019-07-08,245.0,29.0
2019-07-09,169.0,12.0
2019-07-10,125.0,10.0
2019-07-11,83.0,10.0
2019-07-12,62.0,10.0
2019-07-13,263.0,14.0
2019-07-14,251.0,13.0
2019-07-15,516.0,18.0
2019-07-16,929.0,28.0
2019-07-17,186.0,13.0
2019-07-18,127.0,15.0
2019-07-19,248.0,10.0
2019-07-20,195.0,10.0
2019-07-21,85.0,7.0
2019-07-22,670.0,19.0
2019-07-23,2254.0,88.0
2019-07-24,649.0,35.0
2019-07-25,2892.0,34.0
2019-07-26,2276.0,25.0
2019-07-27,744.0,20.0
2019-07-28,277.0,24.0
2019-07-29,234.0,19.0
2019-07-30,102.0,10.0
2019-07-31,150.0,28.0
2019-08-01,140.0,21.0
2019-08-02,85.0,19.0
2019-08-03,62.0,15.0
2019-08-04,162.0,12.0
2019-08-05,146.0,14.0
2019-08-06,81.0,14.0
2019-08-07,48.0,11.0
2019-08-08,126.0,13.0
2019-08-09,112.0,11.0
2019-08-10,129.0,16.0
2019-08-11,267.0,8.0
2019-08-12,178.0,13.0
2019-08-13,245.0,29.0
2019-08-14,1214.0,169.0
2019-08-15,3161.0,246.0
2019-08-16,848.0,42.0
2019-08-17,493.0,30.0
2019-08-18,165.0,19.0
2019-08-19,196.0,30.0
2019-08-20,126.0,10.0
2019-08-21,167.0,21.0
2019-08-22,170.0,17.0
2019-08-23,90.0,17.0
2019-08-24,285.0,14.0
2019-08-25,160.0,19.0
2019-08-26,103.0,7.0
2019-08-27,106.0,6.0
2019-08-28,150.0,17.0
2019-08-29,90.0,6.0
2019-08-30,142.0,14.0
2019-08-31,89.0,9.0
2019-09-01,69.0,10.0
2019-09-02,96.0,12.0
2019-09-03,40.0,9.0
2019-09-04,110.0,17.0
2019-09-05,233.0,19.0
2019-09-06,442.0,20.0
2019-09-07,99.0,9.0
2019-09-08,96.0,7.0
2019-09-09,83.0,13.0
2019-09-10,62.0,11.0
2019-09-11,102.0,14.0
2019-09-12,47.0,7.0
2019-09-13,76.0,10.0
2019-09-14,127.0,8.0
2019-09-15,44.0,9.0
2019-09-16,471.0,9.0
2019-09-17,703.0,22.0
2019-09-18,174.0,6.0
2019-09-19,2046.0,24.0
2019-09-20,926.0,19.0
2019-09-21,352.0,13.0
2019-09-22,147.0,7.0
2019-09-23,101.0,11.0
2019-09-24,62.0,5.0
2019-09-25,50.0,11.0
2019-09-26,83.0,8.0
2019-09-27,84.0,8.0
2019-09-28,252.0,29.0
2019-09-29,248.0,26.0
2019-09-30,144.0,13.0
2019-10-01,71.0,16.0
2019-10-02,49.0,8.0
2019-10-03,134.0,14.0
2019-10-04,58.0,10.0
2019-10-05,40.0,15.0
2019-10-06,54.0,15.0
2019-10-07,41.0,5.0
2019-10-08,67.0,18.0
2019-10-09,50.0,9.0
2019-10-10,81.0,12.0
2019-10-11,85.0,18.0
2019-10-12,42.0,6.0
2019-10-13,130.0,13.0
2019-10-14,42.0,12.0
2019-10-15,96.0,10.0
2019-10-16,60.0,14.0
2019-10-17,41.0,4.0
2019-10-18,43.0,15.0
2019-10-19,59.0,9.0
2019-10-20,38.0,6.0
2019-10-21,70.0,8.0
2019-10-22,130.0,16.0
2019-10-23,71.0,16.0
